2019-7-27 23:20,2.031208,0.429094,1.07494,3.37366,2.860279,1.699766,0.469183,0.343,2.61691,2.61691,2.031808,0.473103,0.3149,2.60411,2.60411,2.005528,0.563643,1.08618,3.37122,2.860894,2.001975,0.539392,1.07883,3.36762,2.856457,1.805982,0.437314,1.0756,2.602,2.602,176.13,11.87,188.76,170.78,10.19,149.13,153.88,8.93,142.43,844.107466,0.066498,843.974471,844.30696,21.192182,0.046619,21.137086,21.293897,124.18,8.84,0
2019-7-27 23:30,2.071052,0.442887,1.07494,3.37366,2.860279,1.674753,0.520725,0.343,2.61691,2.61691,1.945581,0.428082,1.07797,3.36718,2.855923,1.507389,0.434158,0.3245,2.60954,2.358186,1.578549,0.431818,1.07883,2.60469,2.352923,1.356458,0.512107,0.3124,2.602,2.350144,196.96,10.1,195.41,193.21,10.27,199.08,171.25,10.2,180.53,844.356833,0.033249,844.207213,844.45658,21.387136,0.063572,21.289659,21.488851,139,8.74,0
2019-7-27 23:40,2.169131,0.382354,1.07494,2.60742,2.60742,1.7695,0.35094,1.10097,2.61691,2.10907,1.812806,0.331935,1.07797,2.60411,2.352297,1.18139,0.364845,0.3245,1.84786,1.84786,0.872839,0.458521,0.3159,1.84176,1.84176,0.627602,0.435787,0.3124,1.8388,1.586944,208.59,3.28,207.03,206.96,4.38,213.29,192.77,5.6,192.5,844.622824,0.116371,844.390082,844.822318,21.556661,0.050858,21.480374,21.696519,136.97,14.55,0
2019-7-27 23:50,1.567632,0.570083,0.3087,2.60742,2.354561,1.038816,0.656402,0.343,2.61691,2.10907,1.306891,0.451737,0.3149,2.60411,2.092853,0.722859,0.457008,0.3245,1.84786,1.596506,0.489848,0.368495,0.3159,1.84176,1.84176,0.384904,0.228197,0.3124,1.8388,1.327456,226.12,11.33,212.93,222.5,13.37,204.82,209.68,16.78,199.85,844.955313,0.099747,844.772444,845.188055,21.861806,0.105953,21.696519,22.022855,172.73,27.7,0
2019-7-28 00:00,0.563092,0.419133,0.3087,1.84118,1.84118,0.352854,0.087167,0.343,1.10097,1.10097,0.549162,0.363221,0.3149,1.84104,1.329783,0.345827,0.126439,0.3245,1.08618,0.834826,0.393719,0.230405,0.3159,1.07883,1.07883,0.362008,0.19309,0.3124,1.8388,1.327456,219.85,22.81,199.76,221.16,29.15,243.54,211.58,28.5,205.88,845.271178,0.066498,845.088309,845.404173,22.217809,0.114429,22.018617,22.433953,127.17,42.82,0
2019-7-28 00:10,0.496429,0.379289,0.3087,1.84118,1.84118,0.375593,0.154626,0.343,1.10097,1.10097,0.43165,0.275468,0.3149,1.07797,1.07797,0.353444,0.146243,0.3245,1.08618,1.08618,0.3159,0,0.3159,0.3159,0.3159,0.3124,0,0.3124,0.3124,0.3124,233.49,29.74,214.57,265.65,66.62,209.03,190.62,64.26,180.35,845.520544,0.083122,845.3543,845.720038,22.561097,0.089001,22.421239,22.743337,69.72,76.83,0
2019-7-28 00:20,0.431298,0.301132,0.3087,1.84118,1.588321,0.380899,0.165237,0.343,1.10097,1.10097,0.524744,0.365511,0.3149,1.84104,1.589227,0.524822,0.393789,0.3245,1.84786,1.84786,0.657693,0.463099,0.3159,1.84176,1.84176,0.953488,0.483869,0.3124,2.602,2.090656,207.54,40.6,203.83,189.37,55.12,229.9,173.3,52.83,283.46,845.853033,0.066498,845.670164,846.052527,22.862004,0.059334,22.743337,23.040006,113.93,39.19,0
2019-7-28 00:30,0.893341,0.744019,0.3087,3.37366,2.860279,0.715921,0.629873,0.343,2.61691,2.61691,1.019214,0.663108,0.3149,3.36718,2.855923,0.99097,0.659615,0.3245,2.60954,2.60954,1.084933,0.711814,0.3159,3.36762,3.115853,0.915328,0.67009,0.3124,3.3652,3.113344,177.37,35.52,191.76,170.77,36.75,197.82,162.54,31.27,181.61,846.318518,0.166245,846.002654,846.601134,23.260388,0.072048,23.040006,23.340913,163.6,39.66,0
2019-7-28 00:40,0.57152,0.457445,0.3087,1.84118,1.84118,0.45139,0.296366,0.343,1.85894,1.60881,0.659808,0.481497,0.3149,2.60411,2.092853,0.577378,0.374747,0.3245,1.84786,1.596506,0.601999,0.423426,0.3159,1.84176,1.84176,0.623786,0.439603,0.3124,1.8388,1.8388,149.82,59.84,188.57,132.41,63.94,147.38,109.13,42.08,170.21,846.684256,0.116371,846.518011,847.016745,23.77744,0.279716,23.336675,24.353826,106.31,42.16,0
2019-7-28 00:50,0.956173,0.637512,0.3087,2.60742,2.60742,0.782623,0.592733,0.343,2.61691,2.36678,1.016924,0.631059,0.3149,2.60411,2.60411,0.913279,0.629148,0.3245,3.37122,2.860894,0.981938,0.648491,0.3159,3.36762,2.856457,0.966462,0.605981,0.3124,2.602,2.602,216.42,38.24,167.7,220.76,45.55,200.42,213.76,48.53,271.27,847.515479,0.265991,846.966872,847.914465,24.561494,0.093239,24.358064,24.70559,211.94,36.5,0
2019-7-28 01:00,1.897116,0.555524,0.3087,3.37366,3.120801,1.627759,0.672319,0.343,3.37488,3.12475,1.876904,0.686763,0.3149,4.13025,3.36718,1.977346,0.579638,0.3245,3.37122,3.119866,2.05538,0.518792,1.07883,3.36762,3.115853,1.997546,0.497606,1.0756,3.3652,3.3652,255.42,12.83,264.28,259.64,16.46,269.97,253.94,12.74,262.28,847.681723,0.199493,847.232863,847.93109,24.430112,0.207668,23.993585,24.671685,245.65,17.68,0
2019-7-28 01:10,2.208975,0.40764,1.07494,3.37366,2.860279,1.974151,0.425979,1.10097,2.61691,2.61691,2.304223,0.41511,1.07797,3.36718,3.115367,2.256882,0.425779,1.08618,3.37122,3.119866,2.280445,0.421137,1.07883,3.36762,3.115853,2.33488,0.423576,1.0756,3.3652,3.113344,260.81,8.88,252.08,262.47,9.12,252.27,257.25,6.5,265.35,846.684256,0.265991,846.301894,847.282736,23.374818,0.267002,23.107816,23.993585,240.04,10.41,0
2019-7-28 01:20,2.330041,0.41377,1.07494,3.37366,2.860279,2.072688,0.477521,1.10097,2.61691,2.61691,2.289725,0.461657,1.07797,3.36718,3.115367,2.182999,0.482143,1.08618,3.37122,3.37122,2.158376,0.515741,1.07883,3.36762,3.36762,2.069286,0.540346,1.0756,3.3652,3.113344,251.13,6.71,265.26,255.54,7.24,267.34,251.79,5.51,260.25,846.202147,0.049873,846.1024,846.368391,23.158673,0.046619,23.095101,23.311246,240.07,12.09,0
2019-7-28 01:30,2.151507,0.553225,0.3087,3.37366,3.120801,1.86652,0.538159,0.343,3.37488,2.86704,2.087512,0.553226,0.3149,3.36718,2.855923,1.940785,0.555265,0.3245,3.37122,2.860894,1.798273,0.5104,0.3159,3.36762,2.856457,1.682344,0.506765,0.3124,2.602,2.602,255.66,11.88,265.71,259.11,10.13,260.33,256.2,10.22,259.19,846.25202,0.049873,846.135649,846.385016,23.518914,0.122906,23.311246,23.794393,242.46,16.5,0
2019-7-28 01:40,1.561502,0.692681,0.3087,3.37366,3.37366,1.182073,0.720829,0.343,3.37488,3.12475,1.576255,0.724153,0.3149,3.36718,3.115367,1.697047,0.683989,0.3245,3.37122,3.119866,1.618984,0.69274,0.3159,3.36762,3.36762,1.703714,0.662458,0.3124,3.3652,3.113344,250.39,19.31,240.06,256.51,23.31,256.29,252.29,20.16,261.61,846.501387,0.083122,846.335143,846.70088,24.103776,0.118668,23.794393,24.235158,238.57,27.51,0
2019-7-28 01:50,2.314716,0.564719,0.3087,3.37366,3.37366,2.00447,0.642759,0.343,3.37488,3.12475,2.232495,0.658529,0.3149,3.36718,3.36718,2.032187,0.85232,0.3245,4.1329,3.881546,1.998161,0.930775,0.3159,4.13055,3.878783,1.882302,0.910498,0.3124,4.1284,4.1284,232.52,15.41,248.6,236.33,19.79,264.19,232.24,18.32,255.59,846.717505,0.033249,846.634383,846.900374,23.997823,0.127144,23.841012,24.277539,222.36,26.32,0
2019-7-28 02:00,1.824323,0.806084,0.3087,3.37366,3.37366,1.36247,0.861054,0.343,3.37488,3.37488,2.047069,0.769175,0.3149,4.13025,3.618993,2.074079,0.857652,0.3245,4.1329,4.1329,2.33385,0.756827,0.3159,4.89348,4.13055,2.273824,0.693749,0.3124,4.1284,4.1284,249.83,14.62,271.06,258.39,17.74,260.82,256.64,13.9,256.48,846.950247,0.049873,846.800627,847.049994,24.561494,0.114429,24.277539,24.747972,248.85,17.5,0
2019-7-28 02:10,1.953817,0.871981,0.3087,4.1399,3.626519,1.655804,0.857264,0.343,4.13285,3.62501,1.909716,0.734836,0.3149,4.13025,4.13025,1.975822,0.629909,0.3245,3.37122,3.37122,1.988243,0.691978,0.3159,4.13055,3.878783,1.928858,0.651773,0.3124,4.1284,3.617056,223.07,26.28,210.91,220.94,27.28,238.84,210.86,21.73,211.87,847.099867,0.049873,846.950247,847.249487,24.527589,0.072048,24.404683,24.680162,183.45,20.56,0
2019-7-28 02:20,1.71475,0.859721,0.3087,4.1399,4.1399,1.229825,0.929271,0.343,4.13285,4.13285,1.876904,0.835562,0.3149,4.13025,4.13025,1.769407,0.834801,0.3245,4.1329,3.622574,1.593808,0.711814,0.3159,4.13055,3.619387,1.480096,0.745646,0.3124,4.1284,3.617056,201.68,37.97,179.07,201.22,33.31,184.88,196.45,29.3,187.54,847.415732,0.116371,847.166365,847.681723,24.968354,0.296669,24.544541,25.417596,178.43,32.11,0
2019-7-28 02:30,1.81053,0.921787,0.3087,4.90614,4.392759,1.535287,0.954284,0.343,4.89082,4.38298,1.963131,0.981308,0.3149,5.65639,5.145133,1.737416,1.013796,0.3245,4.89458,4.384254,1.969169,1.142869,0.3159,4.89348,4.89348,1.863222,1.215014,0.3124,4.8916,4.380256,181.75,31.63,173.18,179.23,34.43,176.44,173.21,32.03,126.24,847.548727,0.033249,847.448981,847.665099,25.02345,0.139858,24.824258,25.379453,160.89,39.87,0
2019-7-28 02:40,2.923111,0.736357,0.3087,4.90614,4.653281,2.763198,0.798142,0.343,4.89082,4.64069,2.964279,0.770701,0.3149,4.89332,4.641507,2.773301,0.750255,0.3245,4.89458,4.643226,2.764905,0.672904,1.07883,4.89348,4.382317,2.556208,0.89905,0.3124,4.8916,4.639744,270.21,14.98,257.84,271.55,14.81,280.87,264.44,15.81,285.29,847.78147,0.049873,847.63185,847.881216,25.608312,0.080524,25.383691,25.743932,261.93,20.3,0
2019-7-28 02:50,2.726187,0.78463,1.07494,4.90614,4.90614,2.535807,0.81785,1.10097,4.89082,4.89082,2.76817,0.705077,1.07797,4.89332,4.89332,2.82281,0.561358,1.08618,4.1329,4.1329,3.025827,0.582116,1.84176,4.89348,4.382317,2.958414,0.476237,1.8388,4.1284,4.1284,270.6,11.32,271.7,272.59,11.5,264.2,264.08,9.02,258.26,847.432356,0.182869,847.066618,847.798094,24.722543,0.368717,24.302968,25.472692,249.61,12.59,0
2019-7-28 03:00,1.814362,0.533303,0.3087,2.60742,2.60742,1.45191,0.573783,0.343,2.61691,2.61691,2.020361,0.581459,0.3149,3.36718,3.36718,2.211943,0.578877,0.3245,3.37122,3.37122,2.332324,0.660697,0.3159,4.13055,3.619387,2.340222,0.62964,1.0756,4.1284,4.1284,264.47,22.78,287.81,266.28,16.69,285.34,257.87,12.46,257.36,847.016745,0.066498,846.900374,847.232863,24.824258,0.478909,24.294492,25.625264,246.45,21.63,0
2019-7-28 03:10,2.132351,0.993813,0.3087,4.90614,4.653281,1.94838,1.06419,0.343,4.89082,4.38298,2.281331,0.826405,0.3149,4.13025,3.878437,2.307153,0.703792,0.3245,4.1329,4.1329,2.537552,0.671378,1.07883,4.89348,4.13055,2.456992,0.660168,1.0756,4.8916,4.380256,274.38,25.63,265.53,278.02,21.4,275.41,267.67,16.79,267.86,847.415732,0.083122,847.166365,847.548727,25.303167,0.241573,25.010736,25.731217,252.25,21.42,0
2019-7-28 03:20,1.222824,0.695746,0.3087,3.37366,2.860279,0.905414,0.669288,0.343,3.37488,2.61691,1.139016,0.682948,0.3149,3.36718,2.855923,1.091512,0.719026,0.3245,3.37122,3.119866,1.227601,0.736227,0.3159,3.36762,2.856457,0.955014,0.758621,0.3124,4.1284,3.617056,271.02,44.32,302.63,279.45,39.25,287.83,266.18,30.2,234.89,847.349234,0.066498,847.232863,847.498854,25.298928,0.334812,24.925973,25.849885,218.01,70.74,0
2019-7-28 03:30,1.76992,0.937878,0.3087,4.90614,4.653281,1.631549,0.919418,0.343,4.13285,3.88272,1.812806,1.021751,0.3149,4.13025,3.878437,1.701617,1.108244,0.3245,4.1329,4.1329,1.503782,1.057421,0.3159,4.13055,4.13055,1.375538,1.160827,0.3124,4.8916,4.639744,250.99,39.43,244.24,253.31,40.16,230.98,243.47,35.09,263.22,847.665099,0.099747,847.448981,847.847968,26.248269,0.20343,25.849885,26.443223,216.26,42.93,0
2019-7-28 03:40,1.52932,1.032892,0.3087,4.1399,4.1399,1.368533,1.025533,0.343,4.13285,4.13285,1.510631,0.987413,0.3149,4.13025,4.13025,1.68029,0.910969,0.3245,4.1329,3.881546,1.705958,0.828542,0.3159,3.36762,3.36762,1.80064,0.707486,0.3124,3.3652,3.3652,252.15,33.6,249.77,254.41,40.82,249.62,245.66,31.88,278.02,847.681723,0.033249,847.581976,847.78147,26.714463,0.262764,26.214364,26.99418,233.14,32.08,0
2019-7-28 03:50,2.163001,0.755513,0.3087,4.1399,3.626519,1.972636,0.770098,0.343,4.13285,3.88272,2.166871,0.692104,0.3149,4.13025,3.618993,2.259167,0.664185,0.3245,4.1329,3.622574,2.242298,0.79421,0.3159,4.13055,3.878783,2.098288,0.807466,0.3124,4.1284,3.876544,242.58,22.7,244.93,249.79,25.19,250.32,242.18,21.78,241.72,847.731596,0.016624,847.681723,847.831343,27.032323,0.18224,26.820417,27.477327,228.28,26.86,0
2019-7-28 04:00,2.12852,1.101087,0.3087,4.90614,4.392759,1.958992,1.078591,0.343,4.89082,4.38298,2.172975,0.911869,0.3149,4.89332,4.382063,2.377228,0.850797,0.3245,4.89458,4.1329,2.402514,1.004779,0.3159,4.89348,4.89348,2.458518,0.87539,0.3124,4.8916,4.639744,213.31,43.1,198.34,210.21,36.48,233.16,199.01,36.21,202.89,847.864592,0.049873,847.731596,847.980963,27.78671,0.186478,27.481565,28.066426,196.69,44.68,0
2019-7-28 04:10,1.64349,0.646707,0.3087,3.37366,3.120801,1.569395,0.628357,0.343,3.37488,2.86704,1.640353,0.790541,0.3149,3.36718,3.36718,1.432744,0.855367,0.3245,4.1329,3.881546,1.439696,0.8644,0.3159,4.13055,3.878783,1.30227,0.976896,0.3124,4.1284,3.876544,180.47,38.69,246.93,191.35,46.76,227.63,186.04,37.78,207.01,847.598601,0.049873,847.498854,847.831343,27.307801,0.055096,27.235753,27.498517,171.98,38.11,0
2019-7-28 04:20,2.03887,1.147828,0.3087,4.90614,4.392759,1.894565,1.133165,0.343,4.13285,4.13285,1.998995,1.253724,0.3149,4.89332,4.641507,2.082457,1.263627,0.3245,5.65626,5.404906,2.070639,1.133714,0.3159,4.89348,4.641713,1.892224,1.022688,0.3124,4.1284,3.876544,186.27,53.23,132.18,181.3,60.74,156.47,183.33,50.11,159.87,847.63185,0.033249,847.532103,847.748221,27.820615,0.300907,27.273896,28.231713,171.26,50.52,0
2019-7-28 04:30,2.441146,0.730227,0.3087,4.1399,4.1399,2.432723,0.732199,0.343,4.13285,4.13285,2.503385,0.692104,1.07797,4.89332,4.641507,2.207373,0.740353,0.3245,4.89458,4.384254,2.135488,0.797262,0.3159,4.89348,4.382317,1.968544,0.767016,0.3124,4.1284,3.617056,173.97,22.45,148.12,179.57,24.78,162.21,179.77,27.46,178.9,847.432356,0.033249,847.349234,847.565352,27.44766,0.169525,27.150991,27.676519,181.67,20.48,0
2019-7-28 04:40,1.667244,1.004541,0.3087,4.90614,4.392759,1.568637,1.044483,0.343,4.89082,4.13285,1.912006,1.181995,0.3149,5.65639,5.404577,1.783117,1.106721,0.3245,4.89458,4.384254,1.889825,1.070391,0.3159,4.89348,4.641713,1.621288,1.046347,0.3124,4.8916,4.8916,140.47,42.29,99.05,142.43,40.75,188.14,132.69,34.07,160.54,847.48223,0.033249,847.382483,847.581976,28.227475,0.300907,27.621423,28.515668,133.06,40.23,0
2019-7-28 04:50,1.701724,0.822942,0.3087,4.1399,4.1399,1.60881,0.875455,0.343,4.13285,4.13285,2.119561,0.876004,0.3149,4.89332,4.13025,2.354377,0.904876,0.3245,4.1329,4.1329,2.48491,0.91399,0.3159,4.89348,4.641713,2.489046,0.86089,0.3124,4.1284,4.1284,161.75,37.82,192.99,171.48,36.42,173.24,171.29,34.59,162.59,847.349234,0.099747,847.133116,847.548727,28.129998,0.241573,27.816377,28.452096,178.85,22.65,0
2019-7-28 05:00,2.547653,1.065074,0.3087,4.90614,4.90614,2.419838,1.10133,0.343,4.89082,4.89082,2.552221,1.104925,0.3149,4.89332,4.382063,2.774825,0.984091,0.3245,5.65626,5.65626,2.885448,0.990283,0.3159,5.65641,5.145247,2.687478,1.001318,0.3124,5.6548,4.8916,237.03,50.87,243.84,240.02,50.57,290.29,242.97,37.09,204.44,847.166365,0.049873,847.033369,847.349234,28.727574,0.47467,27.939283,29.604867,237.98,40.9,0
2019-7-28 05:10,2.524666,1.206828,0.3087,5.67238,5.158999,2.323576,1.199867,0.343,5.64879,5.14095,2.475914,1.07135,0.3149,4.89332,4.382063,2.562316,1.032838,0.3245,5.65626,5.145934,2.558914,0.988757,0.3159,4.89348,4.89348,2.607342,0.983002,0.3124,4.8916,4.639744,236.89,28.57,247.64,243,34.23,239.83,239.97,33.47,256.75,847.365858,0.033249,847.266112,847.465605,29.75744,0.097477,29.596391,29.935441,222.01,37.34,0
2019-7-28 05:20,3.386686,1.066606,0.3087,5.67238,5.67238,3.27407,1.102846,0.343,5.64879,5.39866,3.506059,1.060667,0.3149,6.41946,5.908203,3.518224,1.021413,1.08618,5.65626,5.65626,3.241737,1.095567,0.3159,5.65641,5.65641,3.050762,1.047874,0.3124,5.6548,5.143456,231.57,26.46,220.72,237.52,24.84,243.07,231.55,24.01,227.57,847.216238,0.116371,846.983496,847.448981,29.617581,0.27124,29.206483,29.952394,203.27,30.3,0
2019-7-28 05:30,2.572939,0.866617,0.3087,5.67238,5.158999,2.349347,0.905774,0.343,4.89082,4.89082,2.785721,0.819537,0.3149,4.89332,4.89332,2.997997,0.837086,0.3245,4.89458,4.643226,2.99531,0.938404,0.3159,4.89348,4.89348,2.914912,0.778464,0.3124,4.8916,4.639744,207.53,24.9,219.34,210.56,27.12,220.42,199.49,23.03,195.75,846.916998,0.033249,846.800627,847.033369,29.354818,0.033905,29.257341,29.435342,180.12,24.46,0
2019-7-28 05:40,3.15145,0.824474,0.3087,6.43862,6.43862,2.986799,0.869392,0.343,7.16473,6.40676,3.216092,0.726443,1.07797,4.89332,4.89332,3.154141,0.701507,1.08618,4.89458,4.643226,3.334814,0.712577,1.07883,4.89348,4.89348,3.204928,0.738778,1.0756,4.8916,4.639744,200.4,20.35,211.68,199.44,19.6,222,190.77,15.2,195.36,846.634383,0.116371,846.468138,846.900374,29.011529,0.207668,28.727574,29.350579,170.34,15.35,0
2019-7-28 05:50,3.215048,0.621421,1.84118,5.67238,5.158999,3.052743,0.666256,1.10097,5.64879,5.14095,3.139785,0.702787,1.07797,4.89332,4.641507,3.197557,0.651236,1.08618,4.89458,4.643226,3.422551,0.7759,1.84176,6.41934,6.167573,3.488838,0.824256,1.8388,6.418,6.166144,204.28,19.66,221.01,203.74,19.5,205.6,195.04,17.95,214.21,846.434889,0.049873,846.268645,846.55126,29.274293,0.199192,28.880147,29.549771,173.07,15.09,0
2019-7-28 06:00,2.971384,0.724863,1.07494,4.90614,4.392759,2.759408,0.813302,0.343,4.89082,4.38298,3.013879,0.659292,1.07797,4.89332,4.13025,3.129767,0.600204,1.08618,4.89458,4.384254,3.137215,0.579827,1.07883,4.89348,4.641713,3.08129,0.623534,1.8388,4.8916,4.8916,202.48,16.36,190.93,204.06,14.06,213.37,193.76,10.14,202.95,846.185522,0.066498,846.052527,846.351767,28.935243,0.156811,28.672479,29.159864,178.83,13.29,0
2019-7-28 06:10,3.15758,0.820643,1.07494,5.67238,5.158999,2.942837,0.853474,1.10097,5.64879,4.89082,3.197778,0.720338,1.84104,5.65639,5.145133,3.208982,0.771582,0.3245,5.65626,5.404906,3.298956,0.756827,1.07883,5.65641,5.65641,3.320934,0.641088,1.8388,5.6548,5.143456,199.67,23.2,220.31,201.2,23.53,236.34,194.25,20.26,220.52,846.085776,0.016624,846.002654,846.202147,29.401437,0.144096,29.104768,29.630296,175.16,14.74,0
2019-7-28 06:20,3.297036,1.006839,1.07494,5.67238,5.67238,3.066386,1.021744,0.343,5.64879,5.64879,3.382441,0.972151,1.07797,5.65639,5.145133,3.462622,0.843941,1.08618,4.89458,4.89458,3.663637,0.881947,1.84176,6.41934,5.908177,3.733062,0.834178,1.0756,5.6548,5.143456,199.05,24.02,237.76,200.68,25.99,221.6,187.84,23.88,197.95,846.1024,0.033249,845.986029,846.202147,29.732011,0.076286,29.609105,29.859155,166.89,16.4,0
2019-7-28 06:30,3.040346,0.848994,0.3087,5.67238,5.158999,2.823836,0.895921,0.343,5.64879,4.89082,3.302319,0.645557,1.07797,4.89332,4.641507,3.330851,0.629148,1.84786,4.89458,4.89458,3.274543,0.756064,1.07883,6.41934,5.65641,3.372832,0.810518,1.0756,5.6548,5.6548,187.84,19.98,158.82,187.51,15.13,236.35,180.1,13.62,181.89,846.019278,0.033249,845.936156,846.152274,29.910012,0.06781,29.787107,30.02868,163.97,17.04,0
2019-7-28 06:40,4.124575,0.647473,1.84118,5.67238,5.67238,3.952453,0.688995,1.85894,5.64879,5.39866,4.08294,0.603588,2.60411,5.65639,5.404577,4.088723,0.799764,2.60954,7.9413,7.17962,3.835296,0.817861,1.07883,6.41934,5.908177,3.76588,1.005134,1.0756,6.418,5.906656,199.77,15.31,209.4,199.69,15.74,214.37,190.68,14.56,191.15,846.085776,0.049873,845.95278,846.235396,29.956632,0.131382,29.617581,30.138871,172.71,16.22,0
2019-7-28 06:50,4.26633,1.039021,1.84118,6.43862,6.43862,4.091162,1.048273,1.10097,6.40676,6.40676,4.219529,1.017935,1.84104,6.41946,6.41946,4.136708,1.128048,1.08618,7.17962,7.17962,4.193873,1.000201,1.84176,6.41934,6.41934,4.020026,1.037189,1.0756,6.418,6.418,199.55,21.46,183.59,199.5,19.46,185.47,191.37,19.65,172.28,845.919531,0.049873,845.753287,846.119025,29.727773,0.080524,29.604867,29.905774,173.65,18.13,0
2019-7-28 07:00,7.752722,2.637398,2.60742,11.8023,11.8023,7.772622,2.801457,2.61691,12.47052,11.96268,7.931865,3.079751,3.36718,14.05016,12.775833,7.985477,3.203626,3.37122,14.03474,13.27306,7.646131,3.120384,2.60469,13.28571,12.774547,7.440688,3.019219,3.3652,14.05,13.538656,188.43,21.94,160.12,189.2,23.32,157.78,180.57,23.13,164.19,845.836409,0.099747,845.237929,846.185522,29.270055,0.457718,28.002854,29.630296,162.83,19.19,0
2019-7-28 07:10,9.03081,1.387661,4.90614,12.56854,12.055159,9.102859,1.321142,6.40676,12.47052,11.96268,9.393907,1.630681,4.89332,13.28709,12.775833,9.198072,1.697023,4.89458,13.27306,12.51138,8.672272,1.651743,4.89348,12.52278,12.011617,8.346606,1.549296,4.1284,11.7604,11.508544,163.23,4.19,164.28,161.85,5.3,169.51,151.48,7.04,169.41,845.3543,0.249367,844.888815,846.1024,27.074704,0.368717,26.74413,27.998616,138.3,8.34,0
2019-7-28 07:20,7.170379,1.198399,3.37366,10.26982,10.26982,7.874948,1.538679,4.13285,12.47052,11.96268,7.670895,1.562767,4.13025,12.52402,12.272207,7.565792,1.689406,3.37122,11.7497,11.7497,7.271533,1.587657,2.60469,11.75985,11.248687,6.95453,1.598904,2.602,10.9972,10.485856,159.36,10.47,155.75,159,10.24,153.38,149.59,9.69,145.76,844.656073,0.14962,844.207213,845.038435,26.638177,0.334812,25.99822,26.985704,136.42,10.43,0
2019-7-28 07:30,8.697496,1.471947,4.1399,11.8023,11.549441,9.205943,1.212752,5.64879,11.71255,11.71255,9.010083,1.270512,5.65639,12.52402,12.012763,8.600153,1.174511,5.65626,11.7497,11.498346,8.061165,1.263412,4.89348,11.75985,10.99692,7.931426,1.279886,4.8916,10.9972,10.9972,159.61,6.82,162.23,157.24,7.76,161.65,147.07,7.7,151.73,844.240462,0.066498,843.907973,844.556326,26.20165,0.139858,25.981267,26.485604,132.23,8.25,0
2019-7-28 07:40,7.857696,1.213724,4.90614,11.8023,11.288919,9.522017,1.155146,6.40676,12.47052,11.71255,9.115386,1.251435,5.65639,11.76095,11.76095,8.472953,1.229352,4.89458,11.7497,11.239374,7.973428,1.1093,4.89348,10.99692,10.485757,7.94669,1.101298,5.6548,10.9972,10.485856,152.83,7.33,161.94,149.83,7.68,150.64,139.57,7.61,131.14,844.240462,0.083122,844.007719,844.473204,26.756845,0.089001,26.485604,26.841607,122.42,7.04,0
2019-7-28 07:50,7.823982,0.997644,5.67238,11.03606,10.783201,10.524053,1.205172,7.16473,13.22849,12.72065,10.08067,1.380394,6.41946,12.52402,12.52402,9.709921,1.471566,5.65626,12.51138,12.260026,9.370353,1.496869,5.65641,12.52278,12.52278,9.138808,1.377576,5.6548,12.5236,12.012256,148.15,5.11,158.29,146.29,6.24,145.8,136.31,6.55,119.39,844.356833,0.083122,844.090842,844.639449,26.570367,0.080524,26.47289,26.778035,121.76,6.88,0
2019-7-28 08:00,7.89984,1.202231,4.90614,11.8023,11.03606,9.205185,1.517456,5.64879,12.47052,12.47052,8.821604,1.498669,5.65639,12.52402,12.272207,8.741064,1.350459,5.65626,12.51138,12.260026,8.671509,1.266464,5.65641,12.52278,12.011617,8.438954,1.234858,4.8916,12.5236,11.7604,137.56,10.75,129.4,135.11,9.87,144.58,125.15,10.23,124.15,844.390082,0.083122,844.090842,844.672697,26.311841,0.06781,26.218602,26.47289,114.43,9.4,0
2019-7-28 08:10,9.525035,1.786872,4.90614,13.33478,13.081921,10.045016,1.62433,4.89082,12.47052,12.47052,9.702187,1.412443,5.65639,12.52402,12.272207,9.483702,1.465472,4.89458,12.51138,12.260026,9.312371,1.313003,5.65641,12.52278,12.011617,9.268552,1.20433,5.6548,11.7604,11.7604,128.79,8.87,128.4,127.99,8.97,130.57,118.24,8.55,118,844.439955,0.099747,844.090842,844.822318,26.061792,0.127144,25.909219,26.294889,108.59,9.13,0
2019-7-28 08:20,8.882926,1.160087,5.67238,12.56854,12.315681,9.046012,1.151356,6.40676,11.71255,11.46242,8.727747,1.053037,5.65639,11.76095,10.99788,8.757821,1.011511,5.65626,11.7497,11.498346,8.587587,1.094805,5.65641,11.75985,10.99692,8.442006,1.100534,4.8916,11.7604,11.249056,119.99,7.98,123.59,119.21,9.17,131.93,108.8,9.13,103.79,844.240462,0.116371,843.957846,844.589575,26.032125,0.059334,25.892266,26.129602,98.49,8.94,0
2019-7-28 08:30,8.502104,1.122542,5.67238,11.8023,11.549441,8.675364,1.109668,6.40676,11.71255,11.46242,8.412599,1.019462,6.41946,11.76095,11.249693,8.258921,0.991707,4.89458,11.7497,11.239374,8.045907,1.062761,4.13055,10.23399,10.23399,7.826104,1.143274,4.1284,10.9972,10.485856,119.08,8.17,124.98,117.94,8.31,130.9,108.05,8.98,124.05,843.924597,0.099747,843.691855,844.257086,25.926171,0.063572,25.862599,26.070268,98.02,9.53,0
